1600022,,,,,SHINJUKU KU
1600021,,,,,SHINJUKU KU
1600023,,,,,SHINJUKU KU
1600011,,,,,SHINJUKU KU
1600004,,,,,SHINJUKU KU
1600008,,,,,SHINJUKU KU
1638001,,,,,SHINJUKU KU
1000001,,,,,CHIYODA KU
1040045,,,,,CHUO KU
1060032,,,,,MINATO KU
